AD,ED,NAME,LOCATION
31,78,JHS 226-VIRGIL I. GRISSOM ,121-10 ROCKAWAY BOULEVARD
31,79,PS 215 - LUCRETIA MOTT ,5-35 BRIAR PLACE
31,80,PS 108-CAPTAIN VINCENT G. FOWLER ,108-10 109 AVENUE
31,81,PS 100-GLEN MORRIS ,111-11 118 STREET
31,82,BOULEVARD GARDENS ,51-42 30 AVENUE
31,82,BOULEVARD GARDENS ,51-42 30 AVENUE
31,82,JHS 226-VIRGIL I. GRISSOM ,121-10 ROCKAWAY BOULEVARD
31,83,PS 138-SUNRISE ,251-11 WELLER AVENUE
31,84,PS 181-BROOKFIELD ,148-15 230 STREET
31,85,BEACH 41ST STREET COMM CENTER ,426 BEACH 40 STREET
31,86,PS/MS 42 - ROBERT VERNAM SCHOOL ,488 BEACH 66 STREET
31,86,PS/MS 42 - ROBERT VERNAM SCHOOL ,488 BEACH 66 STREET
32,1,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,1,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,2,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,2,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,3,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,3,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,4,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,4,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,5,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,5,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,6,PS 82-HAMMOND ,88-02 144 STREET
32,6,PS 82-HAMMOND ,88-02 144 STREET
32,7,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,7,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,8,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,8,PS 182 SAMANTHA SMITH ,153-27 88 AVENUE
32,9,PS 82-HAMMOND ,88-02 144 STREET
32,9,PS 82-HAMMOND ,88-02 144 STREET
32,10,PS 82-HAMMOND ,88-02 144 STREET
32,10,PS 82-HAMMOND ,88-02 144 STREET
32,11,PS 82-HAMMOND ,88-02 144 STREET
32,11,PS 82-HAMMOND ,88-02 144 STREET
32,12,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,12,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,13,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,13,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,14,PS/IS 314 ,88-08 164 STREET
32,14,PS/IS 314 ,88-08 164 STREET
32,15,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,15,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,16,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,16,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,17,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,17,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,18,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,18,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,19,PS 55-MAURE ,131-10 97 AVENUE
32,19,PS 55-MAURE ,131-10 97 AVENUE
32,20,PS 55-MAURE ,131-10 97 AVENUE
32,20,PS 55-MAURE ,131-10 97 AVENUE
32,21,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,21,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,22,PS 48 WILLIAM WORDSWORTH ,108-29 155 STREET
32,22,PS 48 WILLIAM WORDSWORTH ,108-29 155 STREET
32,23,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,23,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,24,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,24,PS 50-TALFOURD LAWN ELEM SCHOOL ,143-26 101 AVENUE
32,25,PS 48 WILLIAM WORDSWORTH ,108-29 155 STREET
32,25,PS 48 WILLIAM WORDSWORTH ,108-29 155 STREET
32,26,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,26,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,27,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,27,PS 40-SAMUEL HUNTINGTON ,109-20 UNION HALL STREET
32,28,PS 48 WILLIAM WORDSWORTH ,108-29 155 STREET
32,28,PS 48 WILLIAM WORDSWORTH ,108-29 155 STREET
32,29,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,29,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,30,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,30,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,31,PS 121-QUEENS ,126-10 109 AVENUE
32,31,PS 121-QUEENS ,126-10 109 AVENUE
32,32,PS 55-MAURE ,131-10 97 AVENUE
32,32,PS 55-MAURE ,131-10 97 AVENUE
32,33,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,33,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,34,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,34,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,35,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,35,PS 142-QNS TRANS CNTR /QUEENS ACAD ,142-10 LINDEN BLVD
32,36,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,36,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,37,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,37,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,38,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,38,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,39,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,39,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,40,JHS 8-RICHARD S. GROSSLEY ,108-35 167 STREET
32,40,JHS 8-RICHARD S. GROSSLEY ,108-35 167 STREET
32,41,JHS 8-RICHARD S. GROSSLEY ,108-35 167 STREET
32,41,JHS 8-RICHARD S. GROSSLEY ,108-35 167 STREET
32,42,JHS 8,108-35 167 STREET
32,42,JHS 8,108-35 167 STREET
32,43,JHS 8,108-35 167 STREET
32,43,JHS 8,108-35 167 STREET
32,44,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,44,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,45,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,45,PS 140-EDWARD K. ELLLINGTON ,166-01 116 AVENUE
32,46,MERRICK PARK BAPTIST CHURCH,120-02 MARSDEN STREET
32,46,MERRICK PARK BAPTIST CHURCH,120-02 MARSDEN STREET
32,47,MERRICK PARK BAPTIST CHURCH,120-02 MARSDEN STREET
32,47,MERRICK PARK BAPTIST CHURCH,120-02 MARSDEN STREET
32,48,MERRICK PARK BAPTIST CHURCH,120-02 MARSDEN STREET
32,48,MERRICK PARK BAPTIST CHURCH,120-02 MARSDEN STREET
32,49,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,49,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,50,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,50,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,51,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,51,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,52,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,52,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,53,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,53,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,54,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,54,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,55,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,55,PS 223-LYNDON B. JOHNSON ,125-20 SUTPHIN BOULEVARD
32,56,AUGUST MARTIN HS ,156-10 BAISLEY BOULEVARD
32,56,AUGUST MARTIN HS ,156-10 BAISLEY BOULEVARD
32,57,AUGUST MARTIN HS ,156-10 BAISLEY BOULEVARD
32,57,AUGUST MARTIN HS ,156-10 BAISLEY BOULEVARD
32,58,AUGUST MARTIN HS ,156-10 BAISLEY BOULEVARD
32,58,AUGUST MARTIN HS ,156-10 BAISLEY BOULEVARD
32,59,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
32,59,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
32,60,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
32,60,LATIMER GARDENS COMMUNITY CENTER ..,34-30 137 STREET
32,60,LATIMER GARDENS COMMUNITY CENTER ..,34-30 137 STREET
32,60,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
32,61,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
32,61,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
32,62,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
32,62,PS 80-THURGOOD MARSHALL MAGNET ,171-05 137 AVENUE
